"StockType","StockEndType","CompareCode","CompareText","CompareName","NationType","StockExchangeCode","StockExchangeZoneId","StockExchangeNationType","DelayTime","StartTime","EndTime","ClosePriceSendTime","StockExchangeNameKor","StockExchangeNameEng","StockType","NationName","NationCode","ReutersCode","SymbolCode","StockName","StockNameEng","ReutersIndustryCode","IndustryCode","IndustryGroupKor","OpenPrice","ClosePrice","CompareToPreviousClosePrice","FluctuationsRatio","ExecutedVolume","AccumulatedTradingVolume","AccumulatedTradingValue","AccumulatedTradingValueKrwHangeul","LocalTradedAt","MarketStatus","MarketValue","MarketValueHangeul","MarketValueKrwHangeul","CurrencyCode","CurrencyText","CurrencyName","Dividend","DividendPayAt","TradeStopCode","TradeStopText","TradeStopName","EndUrl","DelayTimeName","StockEndUrl"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","ASML.O","ASML","ASML 홀딩 ADR","ASML Holding NV ADR","5710102010","57101020","반도체 장비 및 테스트","836.05","833.00","0.59","0.07",,"862,835","718,462","9,690억원","2024-10-04T16:00:00-04:00","CLOSE","327,535,600","3,275억 USD","441조 7,473억원","USD","US dollar","USD","6.60","2024-08-07T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/ASML.O","실시간","https://m.stock.naver.com/worldstock/stock/ASML.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","NFLX.O","NFLX","넷플릭스","Netflix Inc","5720103010","57201030","온라인 서비스","713.32","719.70","12.90","1.83",,"2,230,139","1,597,986","2조 1,552억원","2024-10-04T16:00:00-04:00","CLOSE","308,869,773","3,089억 USD","416조 5,727억원","USD","US dollar","USD","0.00","2015-07-14T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/NFLX.O","실시간","https://m.stock.naver.com/worldstock/stock/NFLX.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","AMD.O","AMD","어드밴스드 마이크로 디바이시스(AMD)","Advanced Micro Devices Inc","5710101010","57101010","반도체","166.53","170.90","8.05","4.94",,"44,640,296","7,523,012","10조 1,463억원","2024-10-04T16:00:00-04:00","CLOSE","276,598,547","2,766억 USD","373조 485억원","USD","US dollar","USD","0.00","2000-08-21T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/AMD.O","실시간","https://m.stock.naver.com/worldstock/stock/AMD.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","TMUS.O","TMUS","T-모바일 US","T-Mobile US Inc","5740102010","57401020","무선 통신 서비스","207.21","208.28","0.25","0.12",,"2,654,939","551,958","7,444억원","2024-10-04T16:00:00-04:00","CLOSE","243,017,778","2,430억 USD","327조 7,581억원","USD","US dollar","USD","3.52","2024-12-12T21:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/TMUS.O","실시간","https://m.stock.naver.com/worldstock/stock/TMUS.O"
"worldstock","stock","5","하락","FALLING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","AZN.O","AZN","아스트라제네카 ADR","AstraZeneca PLC ADR","5620104010","56201040","제약","77.08","77.47","-0.46","-0.59",,"5,186,806","400,252","5,398억원","2024-10-04T16:00:00-04:00","CLOSE","240,202,654","2,402억 USD","323조 9,613억원","USD","US dollar","USD","1.49","2024-09-09T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/AZN.O","실시간","https://m.stock.naver.com/worldstock/stock/AZN.O"
"worldstock","stock","5","하락","FALLING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","PEP.O","PEP","펩시코","PepsiCo Inc","5410103011","54101030","무알콜 음료","167.15","167.97","-0.56","-0.33",,"4,391,321","737,092","9,941억원","2024-10-04T16:00:00-04:00","CLOSE","230,718,956","2,307억 USD","311조 1,707억원","USD","US dollar","USD","5.42","2024-09-30T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/PEP.O","실시간","https://m.stock.naver.com/worldstock/stock/PEP.O"
"worldstock","stock","5","하락","FALLING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","LIN.O","LIN","린드","Linde PLC","5110101015","51101010","상품 화학","470.16","468.18","-1.57","-0.33",,"2,131,023","996,130","1조 3,435억원","2024-10-04T16:00:00-04:00","CLOSE","225,061,767","2,251억 USD","303조 5,408억원","USD","US dollar","USD","5.56","2024-09-18T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/LIN.O","실시간","https://m.stock.naver.com/worldstock/stock/LIN.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","ADBE.O","ADBE","어도비","Adobe Inc","5720102012","57201020","소프트웨어","507.29","507.22","3.42","0.68",,"1,949,994","987,739","1조 3,322억원","2024-10-04T16:00:00-04:00","CLOSE","223,278,244","2,233억 USD","301조 1,354억원","USD","US dollar","USD","0.00","2005-05-23T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/ADBE.O","실시간","https://m.stock.naver.com/worldstock/stock/ADBE.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","PDD.O","PDD","핀둬둬 ADR","PDD Holdings Inc ADR","5720103013","57201030","온라인 서비스","153.48","154.27","1.65","1.08",,"21,112,583","3,235,067","4조 3,631억원","2024-10-04T16:00:00-04:00","CLOSE","214,245,643","2,142억 USD","288조 9,531억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/PDD.O","실시간","https://m.stock.naver.com/worldstock/stock/PDD.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","CSCO.O","CSCO","시스코 시스템즈","Cisco Systems Inc","5710201010","57102010","통신 및 네트워킹","52.80","52.75","0.32","0.61",,"11,728,606","617,510","8,328억원","2024-10-04T16:00:00-04:00","CLOSE","210,511,260","2,105억 USD","283조 9,165억원","USD","US dollar","USD","1.60","2024-10-23T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/CSCO.O","실시간","https://m.stock.naver.com/worldstock/stock/CSCO.O"
"worldstock","stock","5","하락","FALLING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","QCOM.O","QCOM","퀄컴","Qualcomm Inc","5710101010","57101010","반도체","172.55","168.90","-0.02","-0.01",,"6,588,668","1,111,470","1조 4,990억원","2024-10-04T16:00:00-04:00","CLOSE","188,154,600","1,882억 USD","253조 7,641억원","USD","US dollar","USD","3.40","2024-09-26T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/QCOM.O","실시간","https://m.stock.naver.com/worldstock/stock/QCOM.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","TXN.O","TXN","텍사스 인스트루먼트","Texas Instruments Inc","5710101010","57101010","반도체","206.10","202.71","1.04","0.52",,"4,093,115","831,153","1조 1,210억원","2024-10-04T16:00:00-04:00","CLOSE","185,083,547","1,851억 USD","249조 6,222억원","USD","US dollar","USD","5.44","2024-11-12T21:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/TXN.O","실시간","https://m.stock.naver.com/worldstock/stock/TXN.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","AMGN.O","AMGN","암젠","Amgen Inc","5620104010","56201040","제약","318.72","319.66","2.18","0.69",,"1,467,846","468,664","6,321억원","2024-10-04T16:00:00-04:00","CLOSE","171,762,658","1,718억 USD","231조 6,563억원","USD","US dollar","USD","9.00","2024-09-06T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/AMGN.O","실시간","https://m.stock.naver.com/worldstock/stock/AMGN.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","INTU.O","INTU","인튜이트","Intuit Inc","5730101010","57301010","핀테크","608.20","610.67","6.86","1.14",,"1,220,267","744,520","1조 41억원","2024-10-04T16:00:00-04:00","CLOSE","171,165,916","1,712억 USD","230조 8,515억원","USD","US dollar","USD","4.16","2024-10-18T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/INTU.O","실시간","https://m.stock.naver.com/worldstock/stock/INTU.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","ISRG.O","ISRG","인튜이티브 서지컬","Intuitive Surgical Inc","5610101010","56101010","첨단 의료 장비 및 기술","484.45","481.95","2.32","0.48",,"903,893","434,360","5,858억원","2024-10-04T16:00:00-04:00","CLOSE","170,950,471","1,710억 USD","230조 5,609억원","USD","US dollar","USD","0.00","2021-10-04T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/ISRG.O","실시간","https://m.stock.naver.com/worldstock/stock/ISRG.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","AMAT.O","AMAT","어플라이드 머티어리얼즈","Applied Materials Inc","5710102011","57101020","반도체 장비 및 테스트","204.62","201.97","2.38","1.19",,"4,134,027","833,874","1조 1,246억원","2024-10-04T16:00:00-04:00","CLOSE","166,504,894","1,665억 USD","224조 5,652억원","USD","US dollar","USD","1.60","2024-12-12T21:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/AMAT.O","실시간","https://m.stock.naver.com/worldstock/stock/AMAT.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","CMCSA.O","CMCSA","컴캐스트","Comcast Corp","5740102030","57401020","무선 통신 서비스","40.89","41.19","0.38","0.93",,"13,697,490","562,119","7,581억원","2024-10-04T16:00:00-04:00","CLOSE","159,508,342","1,595억 USD","215조 1,289억원","USD","US dollar","USD","1.24","2024-10-23T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/CMCSA.O","실시간","https://m.stock.naver.com/worldstock/stock/CMCSA.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","ARM.O","ARM","암 홀딩스 ADR","Arm Holdings PLC ADR","5710101010","57101010","반도체","141.20","140.55","2.31","1.67",,"3,765,664","527,124","7,109억원","2024-10-04T16:00:00-04:00","CLOSE","147,296,400","1,473억 USD","198조 6,587억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/ARM.O","실시간","https://m.stock.naver.com/worldstock/stock/ARM.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","BKNG.O","BKNG","부킹 홀딩스","Booking Holdings Inc","5330104014","53301040","여가 및 오락시설","4,164.76","4,187.70","83.58","2.04",,"167,629","700,250","9,444억원","2024-10-04T16:00:00-04:00","CLOSE","140,390,080","1,404억 USD","189조 3,441억원","USD","US dollar","USD","35.00","2024-09-30T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/BKNG.O","실시간","https://m.stock.naver.com/worldstock/stock/BKNG.O"
"worldstock","stock","5","하락","FALLING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","SNY.O","SNY","사노피 ADR","Sanofi SA ADR","5620104010","56201040","제약","55.63","55.47","-0.07","-0.13",,"3,077,855","171,124","2,308억원","2024-10-04T16:00:00-04:00","CLOSE","138,789,574","1,388억 USD","187조 1,855억원","USD","US dollar","USD","2.04","2024-06-06T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/SNY.O","실시간","https://m.stock.naver.com/worldstock/stock/SNY.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","HON.O","HON","허니웰 인터내셔널","Honeywell International Inc","5440101010","54401010","소비재 대기업","204.57","203.78","0.90","0.44",,"1,643,484","334,031","4,505억원","2024-10-04T16:00:00-04:00","CLOSE","132,698,584","1,327억 USD","178조 9,706억원","USD","US dollar","USD","4.52","2024-12-06T21:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/HON.O","실시간","https://m.stock.naver.com/worldstock/stock/HON.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","VRTX.O","VRTX","버텍스 파마슈티컬","Vertex Pharmaceuticals Inc","5620201011","56202010","생명 공학 및 의학 연구","454.98","455.31","1.76","0.39",,"781,799","355,634","4,796억원","2024-10-04T16:00:00-04:00","CLOSE","117,516,514","1,175억 USD","158조 4,945억원","USD","US dollar","USD","0.00","2000-08-23T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/VRTX.O","실시간","https://m.stock.naver.com/worldstock/stock/VRTX.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","ADP.O","ADP","오토매틱 데이터 프로세싱","Automatic Data Processing Inc","5720101010","57201010","IT 서비스 및 컨설팅","285.70","285.16","0.54","0.19",,"1,076,780","306,559","4,135억원","2024-10-04T16:00:00-04:00","CLOSE","116,295,707","1,163억 USD","156조 8,480억원","USD","US dollar","USD","5.60","2024-10-01T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/ADP.O","실시간","https://m.stock.naver.com/worldstock/stock/ADP.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","MU.O","MU","마이크론 테크놀로지","Micron Technology Inc","5710101010","57101010","반도체","103.65","102.25","0.43","0.42",,"21,945,805","2,251,323","3조 364억원","2024-10-04T16:00:00-04:00","CLOSE","113,379,026","1,134억 USD","152조 9,143억원","USD","US dollar","USD","0.46","2024-10-23T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/MU.O","실시간","https://m.stock.naver.com/worldstock/stock/MU.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","ADI.O","ADI","애널로그 디바이시스","Analog Devices Inc","5710101010","57101010","반도체","231.90","228.23","1.67","0.74",,"1,895,235","432,449","5,832억원","2024-10-04T16:00:00-04:00","CLOSE","113,314,701","1,133억 USD","152조 8,275억원","USD","US dollar","USD","3.68","2024-09-17T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/ADI.O","실시간","https://m.stock.naver.com/worldstock/stock/ADI.O"
"worldstock","stock","5","하락","FALLING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","REGN.O","REGN","리제네론 파마슈티컬스","Regeneron Pharmaceuticals Inc","5620201011","56202010","생명 공학 및 의학 연구","1,015.40","1,012.82","-1.77","-0.17",,"1,071,799","1,086,083","1조 4,648억원","2024-10-04T16:00:00-04:00","CLOSE","111,647,736","1,116억 USD","150조 5,793억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/REGN.O","실시간","https://m.stock.naver.com/worldstock/stock/REGN.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","PANW.O","PANW","팔로 알토 네트웍스","Palo Alto Networks Inc","5720102018","57201020","소프트웨어","342.00","342.36","6.42","1.91",,"2,037,059","694,137","9,362억원","2024-10-04T16:00:00-04:00","CLOSE","111,472,416","1,115억 USD","150조 3,428억원","USD","US dollar","USD","0.00","2022-09-13T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/PANW.O","실시간","https://m.stock.naver.com/worldstock/stock/PANW.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","SBUX.O","SBUX","스타벅스","Starbucks Corp","5330102010","53301020","레스토랑 및 바","96.17","96.58","1.02","1.07",,"6,819,465","656,183","8,850억원","2024-10-04T16:00:00-04:00","CLOSE","109,444,456","1,094억 USD","147조 6,077억원","USD","US dollar","USD","2.28","2024-08-30T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/SBUX.O","실시간","https://m.stock.naver.com/worldstock/stock/SBUX.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","LRCX.O","LRCX","램 리서치","Lam Research Corp","5710102010","57101020","반도체 장비 및 테스트","82.97","81.54","0.43","0.53",,"7,589,684","618,228","8,338억원","2024-10-04T16:00:00-04:00","CLOSE","105,685,194","1,057억 USD","142조 5,376억원","USD","US dollar","USD","0.92","2024-10-03T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/LRCX.O","실시간","https://m.stock.naver.com/worldstock/stock/LRCX.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","KLAC.O","KLAC","KLA","KLA Corp","5710102012","57101020","반도체 장비 및 테스트","800.46","787.39","12.83","1.66",,"757,463","595,282","8,029억원","2024-10-04T16:00:00-04:00","CLOSE","105,491,230","1,055억 USD","142조 2,760억원","USD","US dollar","USD","5.80","2024-09-03T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/KLAC.O","실시간","https://m.stock.naver.com/worldstock/stock/KLAC.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","GILD.O","GILD","길리어드 사이언스","Gilead Sciences Inc","5620104010","56201040","제약","84.34","84.59","0.42","0.50",,"4,054,354","342,484","4,619억원","2024-10-04T16:00:00-04:00","CLOSE","105,313,880","1,053억 USD","142조 368억원","USD","US dollar","USD","3.08","2024-09-27T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/GILD.O","실시간","https://m.stock.naver.com/worldstock/stock/GILD.O"
